drug_chembl_id,drug_name,target_chembl_id,target_name,mechanism,action_type
CHEMBL19,,CHEMBL2326,,Carbonic anhydrase VII inhibitor,INHIBITOR
CHEMBL1201117,,CHEMBL261,,Carbonic anhydrase I inhibitor,INHIBITOR
CHEMBL1200814,,CHEMBL261,,Carbonic anhydrase I inhibitor,INHIBITOR
CHEMBL17,,CHEMBL261,,Carbonic anhydrase I inhibitor,INHIBITOR
CHEMBL20,,CHEMBL261,,Carbonic anhydrase I inhibitor,INHIBITOR
CHEMBL19,,CHEMBL261,,Carbonic anhydrase I inhibitor,INHIBITOR
CHEMBL1450,,CHEMBL1777,,Cytochrome b inhibitor,INHIBITOR
CHEMBL1200771,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1722209,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1240,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200906,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1724,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1626570,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200880,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200479,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1768,,CHEMBL245,,Muscarinic acetylcholine receptor M3 agonist,AGONIST
CHEMBL1578,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL2146146,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL517712,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200604,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200803,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200935,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL551466,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200764,,CHEMBL245,,Muscarinic acetylcholine receptor M3 agonist,AGONIST
CHEMBL3545181,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1201765,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200473,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1184,,CHEMBL245,,Muscarinic acetylcholine receptor M3 agonist,AGONIST
CHEMBL14,,CHEMBL245,,Muscarinic acetylcholine receptor M3 agonist,AGONIST
CHEMBL550,,CHEMBL245,,Muscarinic acetylcholine receptor M3 agonist,AGONIST
CHEMBL1200330,,CHEMBL245,,Muscarinic acetylcholine receptor M3 agonist,AGONIST
CHEMBL2218917,,CHEMBL245,,Muscarinic acetylcholine receptor M3 agonist,AGONIST
CHEMBL1200950,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL2134724,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1354199,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1231,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1133,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200891,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1201027,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL1200347,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL3084748,,CHEMBL245,,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST
CHEMBL3989514,,CHEMBL1781,,DNA topoisomerase I inhibitor,INHIBITOR
CHEMBL1201421,,CHEMBL1783,,Vascular endothelial growth factor A antagonist,ANTAGONIST
CHEMBL1201825,,CHEMBL1783,,Vascular endothelial growth factor A inhibitor,INHIBITOR
CHEMBL1742982,,CHEMBL1783,,Vascular endothelial growth factor A inhibitor,INHIBITOR
CHEMBL1201583,,CHEMBL1783,,Vascular endothelial growth factor A inhibitor,INHIBITOR
CHEMBL4084119,,CHEMBL1784,,Glucagon-like peptide 1 receptor agonist,AGONIST
CHEMBL414357,,CHEMBL1784,,Glucagon-like peptide 1 receptor agonist,AGONIST
CHEMBL1200826,,CHEMBL1786,,Inositol-1(or 4)-monophosphatase 1 inhibitor,INHIBITOR
CHEMBL2103738,,CHEMBL1786,,Inositol-1(or 4)-monophosphatase 1 inhibitor,INHIBITOR
CHEMBL1201528,,CHEMBL1790,,Vasopressin V2 receptor agonist,AGONIST
CHEMBL344159,,CHEMBL1790,,Vasopressin V2 receptor antagonist,ANTAGONIST
CHEMBL1201108,,CHEMBL1790,,Vasopressin V2 receptor antagonist,ANTAGONIST
CHEMBL5314380,,CHEMBL1792,,Somatostatin receptor 5 agonist,AGONIST
CHEMBL1201184,,CHEMBL1792,,Somatostatin receptor 5 agonist,AGONIST
CHEMBL525610,,CHEMBL1793,,Parathyroid hormone receptor agonist,AGONIST
CHEMBL1201549,,CHEMBL1793,,Parathyroid hormone receptor agonist,AGONIST
CHEMBL175247,,CHEMBL1796,,Gastric lipase inhibitor,INHIBITOR
CHEMBL603,,CHEMBL1798,,Cysteinyl leukotriene receptor 1 antagonist,ANTAGONIST
CHEMBL1200681,,CHEMBL1798,,Cysteinyl leukotriene receptor 1 antagonist,ANTAGONIST
CHEMBL1201662,,CHEMBL204,,Thrombin inhibitor,INHIBITOR
CHEMBL5314348,,CHEMBL204,,Thrombin inhibitor,INHIBITOR
CHEMBL1201666,,CHEMBL204,,Thrombin inhibitor,INHIBITOR
CHEMBL1615369,,CHEMBL204,,Thrombin inhibitor,INHIBITOR
CHEMBL1166,,CHEMBL204,,Thrombin inhibitor,INHIBITOR
CHEMBL2108791,,CHEMBL1873,,Tissue-type plasminogen activator exogenous protein,EXOGENOUS PROTEIN
CHEMBL2108147,,CHEMBL1801,,Plasminogen activator,ACTIVATOR
CHEMBL2107885,,CHEMBL1873,,Tissue-type plasminogen activator exogenous protein,EXOGENOUS PROTEIN
CHEMBL1201420,,CHEMBL3286,,Urokinase-type plasminogen activator exogenous protein,EXOGENOUS PROTEIN
CHEMBL1201619,,CHEMBL1801,,Plasminogen inhibitor,INHIBITOR
CHEMBL1201593,,CHEMBL1873,,Tissue-type plasminogen activator exogenous protein,EXOGENOUS PROTEIN
CHEMBL877,,CHEMBL1801,,Plasminogen inhibitor,INHIBITOR
CHEMBL1046,,CHEMBL1801,,Plasminogen inhibitor,INHIBITOR
CHEMBL220491,,CHEMBL205,,Carbonic anhydrase II inhibitor,INHIBITOR
CHEMBL1201162,,CHEMBL205,,Carbonic anhydrase II inhibitor,INHIBITOR
CHEMBL17,,CHEMBL205,,Carbonic anhydrase II inhibitor,INHIBITOR
CHEMBL19,,CHEMBL205,,Carbonic anhydrase II inhibitor,INHIBITOR
CHEMBL220492,,CHEMBL205,,Carbonic anhydrase II inhibitor,INHIBITOR
CHEMBL20,,CHEMBL205,,Carbonic anhydrase II inhibitor,INHIBITOR
CHEMBL1200814,,CHEMBL205,,Carbonic anhydrase II inhibitor,INHIBITOR
CHEMBL5314380,,CHEMBL1804,,Somatostatin receptor 2 agonist,AGONIST
CHEMBL1201184,,CHEMBL1804,,Somatostatin receptor 2 agonist,AGONIST
CHEMBL1201003,,CHEMBL1805,,Serotonin 1f (5-HT1f) receptor agonist,AGONIST
CHEMBL1200521,,CHEMBL1805,,Serotonin 1f (5-HT1f) receptor agonist,AGONIST
CHEMBL1200645,,CHEMBL1806,,DNA topoisomerase II alpha inhibitor,INHIBITOR
CHEMBL1200475,,CHEMBL1806,,DNA topoisomerase II alpha inhibitor,INHIBITOR
CHEMBL1563,,CHEMBL1806,,DNA topoisomerase II alpha inhibitor,INHIBITOR
CHEMBL359744,,CHEMBL1806,,DNA topoisomerase II alpha inhibitor,INHIBITOR
CHEMBL1417019,,CHEMBL1806,,DNA topoisomerase II alpha inhibitor,INHIBITOR
CHEMBL1096885,,CHEMBL1806,,DNA topoisomerase II alpha inhibitor,INHIBITOR
CHEMBL1200976,,CHEMBL1806,,DNA topoisomerase II alpha inhibitor,INHIBITOR
CHEMBL1201011,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1519,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1200534,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL3989406,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1168,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL3039596,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1694,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1560,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1200343,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL419213,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1200659,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1200831,,CHEMBL1808,,Angiotensin-converting enzyme inhibitor,INHIBITOR
CHEMBL1472,,CHEMBL1810,,Thyrotropin-releasing hormone receptor agonist,AGONIST
CHEMBL495,,CHEMBL1811,,Prostanoid EP1 receptor agonist,AGONIST
CHEMBL98,,CHEMBL325,,Histone deacetylase 1 inhibitor,INHIBITOR
CHEMBL175247,,CHEMBL1812,,Pancreatic lipase inhibitor,INHIBITOR
CHEMBL1963684,,CHEMBL1817,,Erythropoietin receptor agonist,AGONIST
CHEMBL1201565,,CHEMBL1817,,Erythropoietin receptor agonist,AGONIST
CHEMBL1201566,,CHEMBL1817,,Erythropoietin receptor agonist,AGONIST
CHEMBL1643,,CHEMBL1822,,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,INHIBITOR
CHEMBL1201585,,CHEMBL1824,,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR
CHEMBL2007641,,CHEMBL1824,,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR
CHEMBL1743082,,CHEMBL1824,,Receptor protein-tyrosine kinase erbB-2 binding agent,BINDING AGENT
CHEMBL1201179,,CHEMBL1824,,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR
CHEMBL1201659,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL3989885,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200491,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200497,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200618,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1716,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL3544908,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200638,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200750,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200809,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200961,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1201006,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1607273,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1719,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200532,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200927,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL998,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1659,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200795,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1237102,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200967,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1201068,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL3989555,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL3989520,,CHEMBL231,,Histamine H1 receptor agonist,AGONIST
CHEMBL1200974,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1201747,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1224,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL3188034,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200769,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL3186993,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1172,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1620,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1653,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200392,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200446,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200550,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1201190,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1201759,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1564,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1633,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL2360580,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200406,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL2103739,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200959,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1201089,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1201023,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1200395,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1689,,CHEMBL231,,Histamine H1 receptor agonist,AGONIST
CHEMBL1200948,,CHEMBL231,,Histamine H1 receptor antagonist,ANTAGONIST
CHEMBL1201581,,CHEMBL1825,,TNF-alpha inhibitor,INHIBITOR
CHEMBL1201831,,CHEMBL1825,,TNF-alpha inhibitor,INHIBITOR
CHEMBL1201580,,CHEMBL1825,,TNF-alpha inhibitor,INHIBITOR
CHEMBL1201572,,CHEMBL1825,,TNF-alpha inhibitor,INHIBITOR
CHEMBL1201833,,CHEMBL1825,,TNF-alpha inhibitor,INHIBITOR
CHEMBL779,,CHEMBL1827,,Phosphodiesterase 5A inhibitor,INHIBITOR
CHEMBL1339,,CHEMBL1827,,Phosphodiesterase 5A inhibitor,INHIBITOR
CHEMBL1737,,CHEMBL1827,,Phosphodiesterase 5A inhibitor,INHIBITOR
CHEMBL1963681,,CHEMBL1827,,Phosphodiesterase 5A inhibitor,INHIBITOR
CHEMBL98,,CHEMBL1829,,Histone deacetylase 3 inhibitor,INHIBITOR
CHEMBL2359670,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL3989478,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1200951,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL567,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1200707,,CHEMBL217,,Dopamine D2 receptor modulator,MODULATOR
CHEMBL728,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1448187,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1201087,,CHEMBL217,,Dopamine D2 receptor agonist,AGONIST
CHEMBL1314751,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1200854,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL2360079,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL908,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1201102,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL3544974,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1112,,CHEMBL217,,Dopamine D2 receptor partial agonist,PARTIAL AGONIST
CHEMBL2107360,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL14376,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1201052,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1200940,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1200419,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1621,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1201,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL3989824,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL570,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL1200948,,CHEMBL217,,Dopamine D2 receptor antagonist,ANTAGONIST
CHEMBL4594248,,CHEMBL1832,,Calcitonin receptor agonist,AGONIST
CHEMBL3989767,,CHEMBL1832,,Calcitonin receptor agonist,AGONIST
CHEMBL2103795,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL995,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL1513,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL1069,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL1200670,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL1200692,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL1014,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL1200987,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL1017,,CHEMBL227,,Type-1 angiotensin II receptor antagonist,ANTAGONIST
CHEMBL1200843,,CHEMBL1833,,Serotonin 2b (5-HT2b) receptor partial agonist,PARTIAL AGONIST
CHEMBL1200938,,CHEMBL1833,,Serotonin 2b (5-HT2b) receptor antagonist,ANTAGONIST
CHEMBL1201589,,CHEMBL1834,,Ig epsilon chain C region inhibitor,INHIBITOR
CHEMBL1515,,CHEMBL1839,,Thyroid peroxidase inhibitor,INHIBITOR
CHEMBL1518,,CHEMBL1839,,Thyroid peroxidase inhibitor,INHIBITOR
CHEMBL1201506,,CHEMBL1842,,Myeloid cell surface antigen CD33 binding agent,BINDING AGENT
CHEMBL1200748,,CHEMBL1843,,DOPA decarboxylase inhibitor,INHIBITOR
CHEMBL1201733,,CHEMBL1844,,Macrophage colony stimulating factor receptor inhibitor,INHIBITOR
CHEMBL1567,,CHEMBL1844,,Macrophage colony stimulating factor receptor inhibitor,INHIBITOR
CHEMBL1201535,,CHEMBL229,,Alpha-1a adrenergic receptor agonist,AGONIST
CHEMBL24778,,CHEMBL229,,Alpha-1a adrenergic receptor antagonist,ANTAGONIST
CHEMBL1201044,,CHEMBL229,,Alpha-1a adrenergic receptor antagonist,ANTAGONIST
CHEMBL1200695,,CHEMBL229,,Alpha-1a adrenergic receptor agonist,AGONIST
CHEMBL1201827,,CHEMBL203,,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR
CHEMBL1201577,,CHEMBL203,,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR
CHEMBL1079742,,CHEMBL203,,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR
CHEMBL939,,CHEMBL203,,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR
CHEMBL1201179,,CHEMBL203,,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR
CHEMBL1009,,CHEMBL234,,Dopamine D3 receptor agonist,AGONIST
CHEMBL908,,CHEMBL234,,Dopamine D3 receptor antagonist,ANTAGONIST
CHEMBL928,,CHEMBL1846,,Ryanodine receptor 1 antagonist,ANTAGONIST
CHEMBL64,,CHEMBL1849,,Enoyl-[acyl-carrier-protein] reductase inhibitor,INHIBITOR
CHEMBL1441,,CHEMBL1849,,Enoyl-[acyl-carrier-protein] reductase inhibitor,INHIBITOR
CHEMBL1201419,,CHEMBL1854,,Luteinizing hormone/Choriogonadotropin receptor agonist,AGONIST
CHEMBL1201464,,CHEMBL1854,,Luteinizing hormone/Choriogonadotropin receptor agonist,AGONIST
CHEMBL1201509,,CHEMBL1854,,Luteinizing hormone/Choriogonadotropin receptor agonist,AGONIST
CHEMBL1201697,,CHEMBL1854,,Luteinizing hormone/Choriogonadotropin receptor agonist,AGONIST
CHEMBL2103735,,CHEMBL1855,,Gonadotropin-releasing hormone receptor antagonist,ANTAGONIST
CHEMBL1200671,,CHEMBL1855,,Gonadotropin-releasing hormone receptor agonist,AGONIST
CHEMBL1200511,,CHEMBL1855,,Gonadotropin-releasing hormone receptor agonist,AGONIST
CHEMBL1252,,CHEMBL1855,,Gonadotropin-releasing hormone receptor antagonist,ANTAGONIST
CHEMBL2028987,,CHEMBL1855,,Gonadotropin-releasing hormone receptor antagonist,ANTAGONIST
CHEMBL1200501,,CHEMBL1855,,Gonadotropin-releasing hormone receptor agonist,AGONIST
CHEMBL1200509,,CHEMBL1855,,Gonadotropin-releasing hormone receptor agonist,AGONIST
CHEMBL1200516,,CHEMBL1855,,Gonadotropin-releasing hormone receptor agonist,AGONIST
CHEMBL1200554,,CHEMBL1855,,Gonadotropin-releasing hormone receptor agonist,AGONIST
CHEMBL5314377,,CHEMBL1855,,Gonadotropin-releasing hormone receptor antagonist,ANTAGONIST
CHEMBL1200775,,CHEMBL1855,,Gonadotropin-releasing hormone receptor agonist,AGONIST
CHEMBL710,,CHEMBL1856,,Steroid 5-alpha-reductase 2 inhibitor,INHIBITOR
CHEMBL93,,CHEMBL215,,Arachidonate 5-lipoxygenase inhibitor,INHIBITOR
CHEMBL1200760,,CHEMBL215,,Arachidonate 5-lipoxygenase inhibitor,INHIBITOR
CHEMBL1562610,,CHEMBL215,,Arachidonate 5-lipoxygenase inhibitor,INHIBITOR
CHEMBL704,,CHEMBL215,,Arachidonate 5-lipoxygenase inhibitor,INHIBITOR
CHEMBL1201013,,CHEMBL215,,Arachidonate 5-lipoxygenase inhibitor,INHIBITOR
CHEMBL421,,CHEMBL215,,Arachidonate 5-lipoxygenase inhibitor,INHIBITOR
CHEMBL1200906,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200347,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL2218917,,CHEMBL216,,Muscarinic acetylcholine receptor M1 agonist,AGONIST
CHEMBL1200880,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1240,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1724,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1578,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1092,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200828,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1201035,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1626570,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1201067,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200479,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200771,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL2146146,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1761,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL517712,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1529,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL569713,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200426,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200970,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200950,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1354199,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200383,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1201027,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1200891,,CHEMBL216,,Muscarinic acetylcholine receptor M1 antagonist,ANTAGONIST
CHEMBL1201740,,CHEMBL1862,,Tyrosine-protein kinase ABL inhibitor,INHIBITOR
CHEMBL1421,,CHEMBL1862,,Tyrosine-protein kinase ABL inhibitor,INHIBITOR
CHEMBL288441,,CHEMBL1862,,Tyrosine-protein kinase ABL inhibitor,INHIBITOR
CHEMBL1946170,,CHEMBL1862,,Tyrosine-protein kinase ABL inhibitor,INHIBITOR
CHEMBL1642,,CHEMBL1862,,Tyrosine-protein kinase ABL inhibitor,INHIBITOR
CHEMBL1201832,,CHEMBL1864,,Thrombopoietin receptor agonist,AGONIST
CHEMBL3989691,,CHEMBL1864,,Thrombopoietin receptor agonist,AGONIST
CHEMBL98,,CHEMBL1865,,Histone deacetylase 6 inhibitor,INHIBITOR
CHEMBL24,,CHEMBL213,,Beta-1 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1200837,,CHEMBL213,,Beta-1 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1200813,,CHEMBL213,,Beta-1 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1201115,,CHEMBL213,,Beta-1 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1200745,,CHEMBL213,,Beta-1 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1472989,,CHEMBL213,,Beta-1 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1201177,,CHEMBL213,,Beta-1 adrenergic receptor antagonist,ANTAGONIST
